document_name,author,words
War and Peace,Leo Tolstoy,"['My', 'brother', 'Masons', 'swear', 'by', 'the', 'blood', 'that', 'they', 'are', 'ready', 'to', 'sacrifice', 'everything', 'for', 'their', 'neighbor', 'but', 'they', 'do', 'not', 'give', 'a', 'ruble', 'each', 'to', 'the', 'collections', 'for', 'the', 'poor', 'and', 'they', 'intrigue', 'the', 'Astraea', 'Lodge', 'against', 'the', 'Manna', 'Seekers', 'and', 'fuss', 'about', 'an', 'authentic', 'Scotch', 'carpet', 'and', 'a', 'charter', 'that', 'nobody', 'needs', 'and', 'the', 'meaning', 'of', 'which', 'the', 'very', 'man', 'who', 'wrote', 'it', 'does', 'not', 'understand']"
War and Peace,Leo Tolstoy,"['We', 'all', 'profess', 'the', 'Christian', 'law', 'of', 'forgiveness', 'of', 'injuries', 'and', 'love', 'of', 'our', 'neighbors', 'the', 'law', 'in', 'honor', 'of', 'which', 'we', 'have', 'built', 'in', 'Moscow', 'forty', 'times', 'forty', 'churches', 'but', 'yesterday', 'a', 'deserter', 'was', 'knouted', 'to', 'death', 'and', 'a', 'minister', 'of', 'that', 'same', 'law', 'of', 'love', 'and', 'forgiveness', 'a', 'priest', 'gave', 'the', 'soldier', 'a', 'cross', 'to', 'kiss', 'before', 'his', 'execution', 'So', 'thought', 'Pierre', 'and', 'the', 'whole', 'of', 'this', 'general', 'deception', 'which', 'everyone', 'accepts', 'accustomed', 'as', 'he', 'was', 'to', 'it', 'astonished', 'him', 'each', 'time', 'as', 'if', 'it', 'were', 'something', 'new']"
War and Peace,Leo Tolstoy,"['I', 'understand', 'the', 'deception', 'and', 'confusion', 'he', 'thought', 'but', 'how', 'am', 'I', 'to', 'tell', 'them', 'all', 'that', 'I', 'see']"
War and Peace,Leo Tolstoy,"['I', 'have', 'tried', 'and', 'have', 'always', 'found', 'that', 'they', 'too', 'in', 'the', 'depths', 'of', 'their', 'souls', 'understand', 'it', 'as', 'I', 'do', 'and', 'only', 'try', 'not', 'to', 'see', 'it']"
War and Peace,Leo Tolstoy,"['So', 'it', 'appears', 'that', 'it', 'must', 'be', 'so']"
War and Peace,Leo Tolstoy,"['But', 'I', 'what', 'is', 'to', 'become', 'of', 'me', 'thought', 'he']"
War and Peace,Leo Tolstoy,"['He', 'had', 'the', 'unfortunate', 'capacity', 'many', 'men', 'especially', 'Russians', 'have', 'of', 'seeing', 'and', 'believing', 'in', 'the', 'possibility', 'of', 'goodness', 'and', 'truth', 'but', 'of', 'seeing', 'the', 'evil', 'and', 'falsehood', 'of', 'life', 'too', 'clearly', 'to', 'be', 'able', 'to', 'take', 'a', 'serious', 'part', 'in', 'it']"
War and Peace,Leo Tolstoy,"['Every', 'sphere', 'of', 'work', 'was', 'connected', 'in', 'his', 'eyes', 'with', 'evil', 'and', 'deception']"
War and Peace,Leo Tolstoy,"['Whatever', 'he', 'tried', 'to', 'be', 'whatever', 'he', 'engaged', 'in', 'the', 'evil', 'and', 'falsehood', 'of', 'it', 'repulsed', 'him', 'and', 'blocked', 'every', 'path', 'of', 'activity']"
War and Peace,Leo Tolstoy,"['Yet', 'he', 'had', 'to', 'live', 'and', 'to', 'find', 'occupation']"
War and Peace,Leo Tolstoy,"['It', 'was', 'too', 'dreadful', 'to', 'be', 'under', 'the', 'burden', 'of', 'these', 'insoluble', 'problems', 'so', 'he', 'abandoned', 'himself', 'to', 'any', 'distraction', 'in', 'order', 'to', 'forget', 'them']"
War and Peace,Leo Tolstoy,"['He', 'frequented', 'every', 'kind', 'of', 'society', 'drank', 'much', 'bought', 'pictures', 'engaged', 'in', 'building', 'and', 'above', 'all', 'read']"
War and Peace,Leo Tolstoy,"['He', 'read', 'and', 'read', 'everything', 'that', 'came', 'to', 'hand']"
War and Peace,Leo Tolstoy,"['On', 'coming', 'home', 'while', 'his', 'valets', 'were', 'still', 'taking', 'off', 'his', 'things', 'he', 'picked', 'up', 'a', 'book', 'and', 'began', 'to', 'read']"
War and Peace,Leo Tolstoy,"['From', 'reading', 'he', 'passed', 'to', 'sleeping', 'from', 'sleeping', 'to', 'gossip', 'in', 'drawing', 'rooms', 'of', 'the', 'club', 'from', 'gossip', 'to', 'carousals', 'and', 'women', 'from', 'carousals', 'back', 'to', 'gossip', 'reading', 'and', 'wine']"
War and Peace,Leo Tolstoy,"['Drinking', 'became', 'more', 'and', 'more', 'a', 'physical', 'and', 'also', 'a', 'moral', 'necessity']"
War and Peace,Leo Tolstoy,"['Though', 'the', 'doctors', 'warned', 'him', 'that', 'with', 'his', 'corpulence', 'wine', 'was', 'dangerous', 'for', 'him', 'he', 'drank', 'a', 'great', 'deal']"
War and Peace,Leo Tolstoy,"['He', 'was', 'only', 'quite', 'at', 'ease', 'when', 'having', 'poured', 'several', 'glasses', 'of', 'wine', 'mechanically', 'into', 'his', 'large', 'mouth', 'he', 'felt', 'a', 'pleasant', 'warmth', 'in', 'his', 'body', 'an', 'amiability', 'toward', 'all', 'his', 'fellows', 'and', 'a', 'readiness', 'to', 'respond', 'superficially', 'to', 'every', 'idea', 'without', 'probing', 'it', 'deeply']"
War and Peace,Leo Tolstoy,"['Only', 'after', 'emptying', 'a', 'bottle', 'or', 'two', 'did', 'he', 'feel', 'dimly', 'that', 'the', 'terribly', 'tangled', 'skein', 'of', 'life', 'which', 'previously', 'had', 'terrified', 'him', 'was', 'not', 'as', 'dreadful', 'as', 'he', 'had', 'thought']"
War and Peace,Leo Tolstoy,"['He', 'was', 'always', 'conscious', 'of', 'some', 'aspect', 'of', 'that', 'skein', 'as', 'with', 'a', 'buzzing', 'in', 'his', 'head', 'after', 'dinner', 'or', 'supper', 'he', 'chatted', 'or', 'listened', 'to', 'conversation', 'or', 'read']"
War and Peace,Leo Tolstoy,"['But', 'under', 'the', 'influence', 'of', 'wine', 'he', 'said', 'to', 'himself', 'It', 'doesn', 't', 'matter']"
War and Peace,Leo Tolstoy,"['I', 'll', 'get', 'it', 'unraveled']"
War and Peace,Leo Tolstoy,"['I', 'have', 'a', 'solution', 'ready', 'but', 'have', 'no', 'time', 'now', 'I', 'll', 'think', 'it', 'all', 'out', 'later', 'on', 'But', 'the', 'later', 'on', 'never', 'came']"
War and Peace,Leo Tolstoy,"['In', 'the', 'morning', 'on', 'an', 'empty', 'stomach', 'all', 'the', 'old', 'questions', 'appeared', 'as', 'insoluble', 'and', 'terrible', 'as', 'ever', 'and', 'Pierre', 'hastily', 'picked', 'up', 'a', 'book', 'and', 'if', 'anyone', 'came', 'to', 'see', 'him', 'he', 'was', 'glad']"
War and Peace,Leo Tolstoy,"['Sometimes', 'he', 'remembered', 'how', 'he', 'had', 'heard', 'that', 'soldiers', 'in', 'war', 'when', 'entrenched', 'under', 'the', 'enemy', 's', 'fire', 'if', 'they', 'have', 'nothing', 'to', 'do', 'try', 'hard', 'to', 'find', 'some', 'occupation', 'the', 'more', 'easily', 'to', 'bear', 'the', 'danger']"
War and Peace,Leo Tolstoy,"['To', 'Pierre', 'all', 'men', 'seemed', 'like', 'those', 'soldiers', 'seeking', 'refuge', 'from', 'life', 'some', 'in', 'ambition', 'some', 'in', 'cards', 'some', 'in', 'framing', 'laws', 'some', 'in', 'women', 'some', 'in', 'toys', 'some', 'in', 'horses', 'some', 'in', 'politics', 'some', 'in', 'sport', 'some', 'in', 'wine', 'and', 'some', 'in', 'governmental', 'affairs']"
War and Peace,Leo Tolstoy,"['Nothing', 'is', 'trivial', 'and', 'nothing', 'is', 'important', 'it', 's', 'all', 'the', 'same', 'only', 'to', 'save', 'oneself', 'from', 'it', 'as', 'best', 'one', 'can', 'thought', 'Pierre']"
War and Peace,Leo Tolstoy,"['Only', 'not', 'to', 'see', 'it', 'that', 'dreadful', 'it', 'CHAPTER', 'II', 'At', 'the', 'beginning', 'of', 'winter', 'Prince', 'Nicholas', 'Bolk', 'nski', 'and', 'his', 'daughter', 'moved', 'to', 'Moscow']"
War and Peace,Leo Tolstoy,"['At', 'that', 'time', 'enthusiasm', 'for', 'the', 'Emperor', 'Alexander', 's', 'regime', 'had', 'weakened', 'and', 'a', 'patriotic', 'and', 'anti', 'French', 'tendency', 'prevailed', 'there', 'and', 'this', 'together', 'with', 'his', 'past', 'and', 'his', 'intellect', 'and', 'his', 'originality', 'at', 'once', 'made', 'Prince', 'Nicholas', 'Bolk', 'nski', 'an', 'object', 'of', 'particular', 'respect', 'to', 'the', 'Moscovites', 'and', 'the', 'center', 'of', 'the', 'Moscow', 'opposition', 'to', 'the', 'government']"
War and Peace,Leo Tolstoy,"['The', 'prince', 'had', 'aged', 'very', 'much', 'that', 'year']"
War and Peace,Leo Tolstoy,"['He', 'showed', 'marked', 'signs', 'of', 'senility', 'by', 'a', 'tendency', 'to', 'fall', 'asleep', 'forgetfulness', 'of', 'quite', 'recent', 'events', 'remembrance', 'of', 'remote', 'ones', 'and', 'the', 'childish', 'vanity', 'with', 'which', 'he', 'accepted', 'the', 'role', 'of', 'head', 'of', 'the', 'Moscow', 'opposition']"
War and Peace,Leo Tolstoy,"['In', 'spite', 'of', 'this', 'the', 'old', 'man', 'inspired', 'in', 'all', 'his', 'visitors', 'alike', 'a', 'feeling', 'of', 'respectful', 'veneration', 'especially', 'of', 'an', 'evening', 'when', 'he', 'came', 'in', 'to', 'tea', 'in', 'his', 'old', 'fashioned', 'coat', 'and', 'powdered', 'wig', 'and', 'aroused', 'by', 'anyone', 'told', 'his', 'abrupt', 'stories', 'of', 'the', 'past', 'or', 'uttered', 'yet', 'more', 'abrupt', 'and', 'scathing', 'criticisms', 'of', 'the', 'present']"
War and Peace,Leo Tolstoy,"['For', 'them', 'all', 'that', 'old', 'fashioned', 'house', 'with', 'its', 'gigantic', 'mirrors', 'pre', 'Revolution', 'furniture', 'powdered', 'footmen', 'and', 'the', 'stern', 'shrewd', 'old', 'man', 'himself', 'a', 'relic', 'of', 'the', 'past', 'century', 'with', 'his', 'gentle', 'daughter', 'and', 'the', 'pretty', 'Frenchwoman', 'who', 'were', 'reverently', 'devoted', 'to', 'him', 'presented', 'a', 'majestic', 'and', 'agreeable', 'spectacle']"
War and Peace,Leo Tolstoy,"['But', 'the', 'visitors', 'did', 'not', 'reflect', 'that', 'besides', 'the', 'couple', 'of', 'hours', 'during', 'which', 'they', 'saw', 'their', 'host', 'there', 'were', 'also', 'twenty', 'two', 'hours', 'in', 'the', 'day', 'during', 'which', 'the', 'private', 'and', 'intimate', 'life', 'of', 'the', 'house', 'continued']"
War and Peace,Leo Tolstoy,"['Latterly', 'that', 'private', 'life', 'had', 'become', 'very', 'trying', 'for', 'Princess', 'Mary']"
War and Peace,Leo Tolstoy,"['There', 'in', 'Moscow', 'she', 'was', 'deprived', 'of', 'her', 'greatest', 'pleasures', 'talks', 'with', 'the', 'pilgrims', 'and', 'the', 'solitude', 'which', 'refreshed', 'her', 'at', 'Bald', 'Hills', 'and', 'she', 'had', 'none', 'of', 'the', 'advantages', 'and', 'pleasures', 'of', 'city', 'life']"
War and Peace,Leo Tolstoy,"['She', 'did', 'not', 'go', 'out', 'into', 'society', 'everyone', 'knew', 'that', 'her', 'father', 'would', 'not', 'let', 'her', 'go', 'anywhere', 'without', 'him', 'and', 'his', 'failing', 'health', 'prevented', 'his', 'going', 'out', 'himself', 'so', 'that', 'she', 'was', 'not', 'invited', 'to', 'dinners', 'and', 'evening', 'parties']"
War and Peace,Leo Tolstoy,"['She', 'had', 'quite', 'abandoned', 'the', 'hope', 'of', 'getting', 'married']"
War and Peace,Leo Tolstoy,"['She', 'saw', 'the', 'coldness', 'and', 'malevolence', 'with', 'which', 'the', 'old', 'prince', 'received', 'and', 'dismissed', 'the', 'young', 'men', 'possible', 'suitors', 'who', 'sometimes', 'appeared', 'at', 'their', 'house']"
War and Peace,Leo Tolstoy,"['She', 'had', 'no', 'friends', 'during', 'this', 'visit', 'to', 'Moscow', 'she', 'had', 'been', 'disappointed', 'in', 'the', 'two', 'who', 'had', 'been', 'nearest', 'to', 'her']"
War and Peace,Leo Tolstoy,"['Mademoiselle', 'Bourienne', 'with', 'whom', 'she', 'had', 'never', 'been', 'able', 'to', 'be', 'quite', 'frank', 'had', 'now', 'become', 'unpleasant', 'to', 'her', 'and', 'for', 'various', 'reasons', 'Princess', 'Mary', 'avoided', 'her']"
War and Peace,Leo Tolstoy,"['Julie', 'with', 'whom', 'she', 'had', 'corresponded', 'for', 'the', 'last', 'five', 'years', 'was', 'in', 'Moscow', 'but', 'proved', 'to', 'be', 'quite', 'alien', 'to', 'her', 'when', 'they', 'met']"
War and Peace,Leo Tolstoy,"['Just', 'then', 'Julie', 'who', 'by', 'the', 'death', 'of', 'her', 'brothers', 'had', 'become', 'one', 'of', 'the', 'richest', 'heiresses', 'in', 'Moscow', 'was', 'in', 'the', 'full', 'whirl', 'of', 'society', 'pleasures']"
War and Peace,Leo Tolstoy,"['She', 'was', 'surrounded', 'by', 'young', 'men', 'who', 'she', 'fancied', 'had', 'suddenly', 'learned', 'to', 'appreciate', 'her', 'worth']"
War and Peace,Leo Tolstoy,"['Julie', 'was', 'at', 'that', 'stage', 'in', 'the', 'life', 'of', 'a', 'society', 'woman', 'when', 'she', 'feels', 'that', 'her', 'last', 'chance', 'of', 'marrying', 'has', 'come', 'and', 'that', 'her', 'fate', 'must', 'be', 'decided', 'now', 'or', 'never']"
War and Peace,Leo Tolstoy,"['On', 'Thursdays', 'Princess', 'Mary', 'remembered', 'with', 'a', 'mournful', 'smile', 'that', 'she', 'now', 'had', 'no', 'one', 'to', 'write', 'to', 'since', 'Julie', 'whose', 'presence', 'gave', 'her', 'no', 'pleasure', 'was', 'here', 'and', 'they', 'met', 'every', 'week']"
War and Peace,Leo Tolstoy,"['Like', 'the', 'old', 'migr', 'who', 'declined', 'to', 'marry', 'the', 'lady', 'with', 'whom', 'he', 'had', 'spent', 'his', 'evenings', 'for', 'years', 'she', 'regretted', 'Julie', 's', 'presence', 'and', 'having', 'no', 'one', 'to', 'write', 'to']"
War and Peace,Leo Tolstoy,"['In', 'Moscow', 'Princess', 'Mary', 'had', 'no', 'one', 'to', 'talk', 'to', 'no', 'one', 'to', 'whom', 'to', 'confide', 'her', 'sorrow', 'and', 'much', 'sorrow', 'fell', 'to', 'her', 'lot', 'just', 'then']"
War and Peace,Leo Tolstoy,"['The', 'time', 'for', 'Prince', 'Andrew', 's', 'return', 'and', 'marriage', 'was', 'approaching', 'but', 'his', 'request', 'to', 'her', 'to', 'prepare', 'his', 'father', 'for', 'it', 'had', 'not', 'been', 'carried', 'out', 'in', 'fact', 'it', 'seemed', 'as', 'if', 'matters', 'were', 'quite', 'hopeless', 'for', 'at', 'every', 'mention', 'of', 'the', 'young', 'Countess', 'Rost', 'va', 'the', 'old', 'prince', 'who', 'apart', 'from', 'that', 'was', 'usually', 'in', 'a', 'bad', 'temper', 'lost', 'control', 'of', 'himself']"
War and Peace,Leo Tolstoy,"['Another', 'lately', 'added', 'sorrow', 'arose', 'from', 'the', 'lessons', 'she', 'gave', 'her', 'six', 'year', 'old', 'nephew']"
War and Peace,Leo Tolstoy,"['To', 'her', 'consternation', 'she', 'detected', 'in', 'herself', 'in', 'relation', 'to', 'little', 'Nicholas', 'some', 'symptoms', 'of', 'her', 'father', 's', 'irritability']"
War and Peace,Leo Tolstoy,"['However', 'often', 'she', 'told', 'herself', 'that', 'she', 'must', 'not', 'get', 'irritable', 'when', 'teaching', 'her', 'nephew', 'almost', 'every', 'time', 'that', 'pointer', 'in', 'hand', 'she', 'sat', 'down', 'to', 'show', 'him', 'the', 'French', 'alphabet', 'she', 'so', 'longed', 'to', 'pour', 'her', 'own', 'knowledge', 'quickly', 'and', 'easily', 'into', 'the', 'child', 'who', 'was', 'already', 'afraid', 'that', 'Auntie', 'might', 'at', 'any', 'moment', 'get', 'angry', 'that', 'at', 'his', 'slightest', 'inattention', 'she', 'trembled', 'became', 'flustered', 'and', 'heated', 'raised', 'her', 'voice', 'and', 'sometimes', 'pulled', 'him', 'by', 'the', 'arm', 'and', 'put', 'him', 'in', 'the', 'corner']"
War and Peace,Leo Tolstoy,"['Having', 'put', 'him', 'in', 'the', 'corner', 'she', 'would', 'herself', 'begin', 'to', 'cry', 'over', 'her', 'cruel', 'evil', 'nature', 'and', 'little', 'Nicholas', 'following', 'her', 'example', 'would', 'sob', 'and', 'without', 'permission', 'would', 'leave', 'his', 'corner', 'come', 'to', 'her', 'pull', 'her', 'wet', 'hands', 'from', 'her', 'face', 'and', 'comfort', 'her']"
War and Peace,Leo Tolstoy,"['But', 'what', 'distressed', 'the', 'princess', 'most', 'of', 'all', 'was', 'her', 'father', 's', 'irritability', 'which', 'was', 'always', 'directed', 'against', 'her', 'and', 'had', 'of', 'late', 'amounted', 'to', 'cruelty']"
War and Peace,Leo Tolstoy,"['Had', 'he', 'forced', 'her', 'to', 'prostrate', 'herself', 'to', 'the', 'ground', 'all', 'night', 'had', 'he', 'beaten', 'her', 'or', 'made', 'her', 'fetch', 'wood', 'or', 'water', 'it', 'would', 'never', 'have', 'entered', 'her', 'mind', 'to', 'think', 'her', 'position', 'hard', 'but', 'this', 'loving', 'despot', 'the', 'more', 'cruel', 'because', 'he', 'loved', 'her', 'and', 'for', 'that', 'reason', 'tormented', 'himself', 'and', 'her', 'knew', 'how', 'not', 'merely', 'to', 'hurt', 'and', 'humiliate', 'her', 'deliberately', 'but', 'to', 'show', 'her', 'that', 'she', 'was', 'always', 'to', 'blame', 'for', 'everything']"
War and Peace,Leo Tolstoy,"['Of', 'late', 'he', 'had', 'exhibited', 'a', 'new', 'trait', 'that', 'tormented', 'Princess', 'Mary', 'more', 'than', 'anything', 'else', 'this', 'was', 'his', 'ever', 'increasing', 'intimacy', 'with', 'Mademoiselle', 'Bourienne']"
War and Peace,Leo Tolstoy,"['The', 'idea', 'that', 'at', 'the', 'first', 'moment', 'of', 'receiving', 'the', 'news', 'of', 'his', 'son', 's', 'intentions', 'had', 'occurred', 'to', 'him', 'in', 'jest', 'that', 'if', 'Andrew', 'got', 'married', 'he', 'himself', 'would', 'marry', 'Bourienne', 'had', 'evidently', 'pleased', 'him', 'and', 'latterly', 'he', 'had', 'persistently', 'and', 'as', 'it', 'seemed', 'to', 'Princess', 'Mary', 'merely', 'to', 'offend', 'her', 'shown', 'special', 'endearments', 'to', 'the', 'companion', 'and', 'expressed', 'his', 'dissatisfaction', 'with', 'his', 'daughter', 'by', 'demonstrations', 'of', 'love', 'of', 'Bourienne']"
War and Peace,Leo Tolstoy,"['One', 'day', 'in', 'Moscow', 'in', 'Princess', 'Mary', 's', 'presence', 'she', 'thought', 'her', 'father', 'did', 'it', 'purposely', 'when', 'she', 'was', 'there', 'the', 'old', 'prince', 'kissed', 'Mademoiselle', 'Bourienne', 's', 'hand', 'and', 'drawing', 'her', 'to', 'him', 'embraced', 'her', 'affectionately']"
War and Peace,Leo Tolstoy,"['Princess', 'Mary', 'flushed', 'and', 'ran', 'out', 'of', 'the', 'room']"
War and Peace,Leo Tolstoy,"['A', 'few', 'minutes', 'later', 'Mademoiselle', 'Bourienne', 'came', 'into', 'Princess', 'Mary', 's', 'room', 'smiling', 'and', 'making', 'cheerful', 'remarks', 'in', 'her', 'agreeable', 'voice']"
War and Peace,Leo Tolstoy,"['Princess', 'Mary', 'hastily', 'wiped', 'away', 'her', 'tears', 'went', 'resolutely', 'up', 'to', 'Mademoiselle', 'Bourienne', 'and', 'evidently', 'unconscious', 'of', 'what', 'she', 'was', 'doing', 'began', 'shouting', 'in', 'angry', 'haste', 'at', 'the', 'Frenchwoman', 'her', 'voice', 'breaking', 'It', 's', 'horrible', 'vile', 'inhuman', 'to', 'take', 'advantage', 'of', 'the', 'weakness', 'She', 'did', 'not', 'finish']"
War and Peace,Leo Tolstoy,"['Leave', 'my', 'room', 'she', 'exclaimed', 'and', 'burst', 'into', 'sobs']"
War and Peace,Leo Tolstoy,"['Next', 'day', 'the', 'prince', 'did', 'not', 'say', 'a', 'word', 'to', 'his', 'daughter', 'but', 'she', 'noticed', 'that', 'at', 'dinner', 'he', 'gave', 'orders', 'that', 'Mademoiselle', 'Bourienne', 'should', 'be', 'served', 'first']"
War and Peace,Leo Tolstoy,"['After', 'dinner', 'when', 'the', 'footman', 'handed', 'coffee', 'and', 'from', 'habit', 'began', 'with', 'the', 'princess', 'the', 'prince', 'suddenly', 'grew', 'furious', 'threw', 'his', 'stick', 'at', 'Philip', 'and', 'instantly', 'gave', 'instructions', 'to', 'have', 'him', 'conscripted', 'for', 'the', 'army']"
War and Peace,Leo Tolstoy,"['He', 'doesn', 't', 'obey']"
War and Peace,Leo Tolstoy,"['I', 'said', 'it', 'twice']"
War and Peace,Leo Tolstoy,"['and', 'he', 'doesn', 't', 'obey']"
War and Peace,Leo Tolstoy,"['She', 'is', 'the', 'first', 'person', 'in', 'this', 'house', 'she', 's', 'my', 'best', 'friend', 'cried', 'the', 'prince']"
War and Peace,Leo Tolstoy,"['And', 'if', 'you', 'allow', 'yourself', 'he', 'screamed', 'in', 'a', 'fury', 'addressing', 'Princess', 'Mary', 'for', 'the', 'first', 'time', 'to', 'forget', 'yourself', 'again', 'before', 'her', 'as', 'you', 'dared', 'to', 'do', 'yesterday', 'I', 'will', 'show', 'you', 'who', 'is', 'master', 'in', 'this', 'house']"
War and Peace,Leo Tolstoy,['Go']
War and Peace,Leo Tolstoy,"['Don', 't', 'let', 'me', 'set', 'eyes', 'on', 'you', 'beg', 'her', 'pardon', 'Princess', 'Mary', 'asked', 'Mademoiselle', 'Bourienne', 's', 'pardon', 'and', 'also', 'her', 'father', 's', 'pardon', 'for', 'herself', 'and', 'for', 'Philip', 'the', 'footman', 'who', 'had', 'begged', 'for', 'her', 'intervention']"
War and Peace,Leo Tolstoy,"['At', 'such', 'moments', 'something', 'like', 'a', 'pride', 'of', 'sacrifice', 'gathered', 'in', 'her', 'soul']"
War and Peace,Leo Tolstoy,"['And', 'suddenly', 'that', 'father', 'whom', 'she', 'had', 'judged', 'would', 'look', 'for', 'his', 'spectacles', 'in', 'her', 'presence', 'fumbling', 'near', 'them', 'and', 'not', 'seeing', 'them', 'or', 'would', 'forget', 'something', 'that', 'had', 'just', 'occurred', 'or', 'take', 'a', 'false', 'step', 'with', 'his', 'failing', 'legs', 'and', 'turn', 'to', 'see', 'if', 'anyone', 'had', 'noticed', 'his', 'feebleness', 'or', 'worst', 'of', 'all', 'at', 'dinner', 'when', 'there', 'were', 'no', 'visitors', 'to', 'excite', 'him', 'would', 'suddenly', 'fall', 'asleep', 'letting', 'his', 'napkin', 'drop', 'and', 'his', 'shaking', 'head', 'sink', 'over', 'his', 'plate']"
War and Peace,Leo Tolstoy,"['He', 'is', 'old', 'and', 'feeble', 'and', 'I', 'dare', 'to', 'condemn', 'him', 'she', 'thought', 'at', 'such', 'moments', 'with', 'a', 'feeling', 'of', 'revulsion', 'against', 'herself']"
War and Peace,Leo Tolstoy,"['CHAPTER', 'III', 'In', 'there', 'was', 'living', 'in', 'Moscow', 'a', 'French', 'doctor', 'M', 'tivier', 'who', 'had', 'rapidly', 'become', 'the', 'fashion']"
War and Peace,Leo Tolstoy,"['He', 'was', 'enormously', 'tall', 'handsome', 'amiable', 'as', 'Frenchmen', 'are', 'and', 'was', 'as', 'all', 'Moscow', 'said', 'an', 'extraordinarily', 'clever', 'doctor']"
War and Peace,Leo Tolstoy,"['He', 'was', 'received', 'in', 'the', 'best', 'houses', 'not', 'merely', 'as', 'a', 'doctor', 'but', 'as', 'an', 'equal']"
War and Peace,Leo Tolstoy,"['Prince', 'Nicholas', 'had', 'always', 'ridiculed', 'medicine', 'but', 'latterly', 'on', 'Mademoiselle', 'Bourienne', 's', 'advice', 'had', 'allowed', 'this', 'doctor', 'to', 'visit', 'him', 'and', 'had', 'grown', 'accustomed', 'to', 'him']"
War and Peace,Leo Tolstoy,"['M', 'tivier', 'came', 'to', 'see', 'the', 'prince', 'about', 'twice', 'a', 'week']"
War and Peace,Leo Tolstoy,"['On', 'December', 'St']"
War and Peace,Leo Tolstoy,"['Nicholas', 'Day', 'and', 'the', 'prince', 's', 'name', 'day', 'all', 'Moscow', 'came', 'to', 'the', 'prince', 's', 'front', 'door', 'but', 'he', 'gave', 'orders', 'to', 'admit', 'no', 'one', 'and', 'to', 'invite', 'to', 'dinner', 'only', 'a', 'small', 'number', 'a', 'list', 'of', 'whom', 'he', 'gave', 'to', 'Princess', 'Mary']"
War and Peace,Leo Tolstoy,"['M', 'tivier', 'who', 'came', 'in', 'the', 'morning', 'with', 'his', 'felicitations', 'considered', 'it', 'proper', 'in', 'his', 'quality', 'of', 'doctor', 'de', 'forcer', 'la', 'consigne', 'as', 'he', 'told', 'Princess', 'Mary', 'and', 'went', 'in', 'to', 'see', 'the', 'prince']"
What Shall We Do,Leo Tolstoy,"['I', 'am', 'a', 'weak', 'good', 'for', 'nothing', 'parasite', 'who', 'can', 'only', 'exist', 'under', 'very', 'peculiar', 'conditions', 'can', 'live', 'only', 'when', 'thousands', 'of', 'people', 'labour', 'to', 'support', 'this', 'life', 'which', 'is', 'not', 'useful', 'to', 'anyone']"
What Shall We Do,Leo Tolstoy,"['And', 'I', 'this', 'very', 'caterpillar', 'which', 'eats', 'up', 'the', 'leaves', 'of', 'a', 'tree', 'I', 'wish', 'to', 'help', 'the', 'growth', 'and', 'the', 'health', 'of', 'the', 'tree', 'and', 'to', 'cure', 'it']"
What Shall We Do,Leo Tolstoy,"['All', 'my', 'life', 'is', 'spent', 'thus', 'I', 'eat', 'talk', 'and', 'listen', 'then', 'I', 'eat', 'write', 'or', 'read', 'which', 'are', 'only', 'talking', 'and', 'listening', 'in', 'another', 'form', 'I', 'eat', 'again', 'and', 'play', 'then', 'eat', 'talk', 'and', 'listen', 'and', 'finally', 'eat', 'and', 'go', 'to', 'sleep', 'and', 'thus', 'every', 'day', 'is', 'spent', 'I', 'neither', 'do', 'anything', 'else', 'nor', 'understand', 'how', 'to', 'do', 'it']"
What Shall We Do,Leo Tolstoy,"['And', 'in', 'order', 'that', 'I', 'may', 'enjoy', 'this', 'life', 'it', 'is', 'necessary', 'that', 'from', 'morning', 'till', 'night', 'house', 'porters', 'dvorniks', 'cooks', 'male', 'and', 'female', 'footmen', 'coachmen', 'and', 'laundresses', 'should', 'work', 'to', 'say', 'nothing', 'of', 'the', 'manual', 'labour', 'necessary', 'so', 'that', 'the', 'coachmen', 'cooks', 'footmen', 'and', 'others', 'may', 'have', 'the', 'instruments', 'and', 'articles', 'by', 'which', 'and', 'upon', 'which', 'they', 'work', 'for', 'me', 'axes', 'casks', 'brushes', 'dishes', 'furniture', 'glasses', 'shoe', 'black', 'kerosene', 'hay', 'wood', 'and', 'food']"
What Shall We Do,Leo Tolstoy,"['All', 'these', 'men', 'and', 'women', 'work', 'hard', 'all', 'the', 'day', 'and', 'every', 'day', 'in', 'order', 'that', 'I', 'may', 'talk', 'eat', 'and', 'sleep']"
What Shall We Do,Leo Tolstoy,"['And', 'I', 'this', 'useless', 'man', 'imagined', 'I', 'was', 'able', 'to', 'benefit', 'the', 'very', 'people', 'who', 'were', 'serving', 'me']"
What Shall We Do,Leo Tolstoy,"['That', 'I', 'did', 'not', 'benefit', 'any', 'one', 'and', 'that', 'I', 'was', 'ashamed', 'of', 'myself', 'is', 'not', 'so', 'strange', 'as', 'the', 'fact', 'that', 'such', 'a', 'foolish', 'idea', 'ever', 'came', 'into', 'my', 'mind']"
